Hour,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,TotalConsumption
2,20.24,88.4,0.067,0.037,0.152,39150.19868,22834.92723,23949.78462,85934.91053
2,20.45,88.1,0.069,0.062,0.152,38463.57616,22876.09148,23648.49231,84988.15995
2,20.48,87.9,0.067,0.062,0.13,37713.37748,22558.00416,23246.76923,83518.15087000001
2,20.44,87.8,0.066,0.048,0.111,37192.05298,22195.0104,22715.07692,82102.1403
3,20.46,87.7,0.065,0.048,0.13,36543.57616,21880.66528,21893.90769,80318.14913
3,20.4,87.7,0.063,0.059,0.163,35869.66887,21270.68607,21007.75385,78148.10879
3,20.36,87.6,0.065,0.055,0.148,33886.09272,20204.158,19507.2,73597.45072
3,20.36,87.5,0.065,0.037,0.156,31940.66225,19163.82536,18656.49231,69760.97992
3,20.38,87.5,0.066,0.033,0.17,30478.4106,18362.99376,18071.63077,66913.03513
3,20.35,87.6,0.067,0.055,0.148,29372.18543,18018.71102,17587.2,64978.09645
4,20.26,87.6,0.065,0.055,0.174,28329.53642,17397.5052,17155.93846,62882.98008000001
4,20.25,87.6,0.067,0.04,0.085,27935.36424,17300.2079,16960.98462,62196.55676000001
4,20.24,87.5,0.066,0.059,0.133,27350.46358,16851.14345,16559.26154,60760.86857
4,20.22,87.4,0.067,0.04,0.13,26447.68212,16050.31185,16080.73846,58578.732430000004
4,20.21,87.4,0.067,0.062,0.096,25099.86755,15556.34096,15442.70769,56098.91619999999
4,20.14,88.0,0.067,0.059,0.13,23917.35099,14886.48649,14267.07692,53070.9144
5,20.11,88.3,0.067,0.037,0.107,23129.00662,14370.06237,12642.46154,50141.53053
5,20.02,88.8,0.065,0.073,0.137,22442.38411,13748.85655,11886.27692,48077.51758
5,20.02,89.0,0.066,0.073,0.107,22048.21192,13520.58212,11378.21538,46947.00942
5,19.96,89.3,0.065,0.062,0.104,22162.64901,13314.76091,11301.41538,46778.825300000004
5,19.83,89.5,0.066,0.143,0.148,21895.62914,13150.10395,11029.66154,46075.39463
5,19.79,89.6,0.066,0.384,0.289,21679.4702,13105.19751,10988.30769,45772.9754
6,19.81,89.6,0.067,1.068,0.789,21654.03974,13049.06445,10917.41538,45620.51957
6,19.86,89.4,0.065,3.08,2.498,21641.3245,13105.19751,10805.16923,45551.69124
6,19.9,89.1,0.067,6.96,5.619,21679.4702,13348.44075,10722.46154,45750.372489999994
6,19.99,88.9,0.066,10.93,8.77,22124.50331,13325.98753,10769.72308,46220.213919999995
6,20.08,88.5,0.067,13.73,11.41,22251.65563,13434.51143,10946.95385,46633.12091
6,20.17,88.1,0.068,20.24,16.2,22467.81457,13565.48857,11047.38462,47080.68776
7,20.25,88.0,0.065,29.32,23.25,22607.68212,13726.40333,11059.2,47393.285449999996
7,20.31,87.7,0.063,44.25,35.14,22874.70199,13962.16216,11130.09231,47966.95646
7,20.41,87.5,0.066,52.29,41.28,23014.56954,14179.20998,11260.06154,48453.84106
7,20.48,87.2,0.067,83.2,66.29,23281.5894,14385.03119,11378.21538,49044.83597
7,20.57,86.7,0.067,106.8,84.2,23879.2053,14819.12682,11419.56923,50117.90135
7,20.68,86.1,0.07,167.6,137.7,24133.50993,15212.05821,11301.41538,50646.98352
8,20.84,85.4,0.069,226.7,193.8,24578.54305,15694.80249,11360.49231,51633.83785
8,20.97,84.2,0.069,270.8,231.9,25010.86093,15908.10811,11496.36923,52415.33826999999
8,21.24,83.2,0.07,294.1,253.3,25786.49007,15953.01455,11614.52308,53354.0277
8,21.41,81.9,0.068,327.2,281.6,26256.95364,16147.60915,11839.01538,54243.57816999999
8,21.59,81.5,0.071,366.0,312.1,25392.31788,16495.6341,12045.78462,53933.7366
8,21.7,81.2,0.069,408.4,346.1,26206.09272,16746.36175,12264.36923,55216.82369999999
9,21.71,80.8,0.074,382.1,324.7,27439.4702,16690.22869,12766.52308,56896.22197
9,21.8,80.5,0.068,299.3,243.9,27464.90066,17491.06029,13067.81538,58023.77633
9,21.87,79.6,0.074,372.7,307.7,28087.94702,17438.66944,13369.10769,58895.72415000001
9,21.97,77.3,0.069,451.2,374.6,28990.72848,17820.37422,13469.53846,60280.64116
9,22.3,77.6,0.072,417.5,340.5,29753.64238,18044.90644,13676.30769,61474.85651
9,22.06,77.6,0.07,346.2,279.2,29715.49669,18190.85239,13865.35385,61771.70293
10,22.05,76.8,0.069,262.2,207.7,30020.66225,18598.7526,14095.75385,62715.1687
10,22.23,75.9,0.069,441.9,358.4,30452.98013,18785.86279,14178.46154,63417.30446
10,22.31,75.8,0.071,551.3,447.2,31012.45033,19201.2474,14432.49231,64646.19004
10,22.39,75.3,0.071,551.0,451.2,31444.76821,19212.47401,14485.66154,65142.90376
10,22.66,74.4,0.071,586.1,481.3,32309.40397,19231.18503,14964.18462,66504.77361999999
10,23.0,73.2,0.068,611.9,479.1,33466.49007,18400.4158,15206.4,67073.30587
11,23.16,71.8,0.072,729.0,508.4,33708.07947,18722.24532,15531.32308,67961.64787
11,23.15,71.9,0.072,784.0,452.5,34229.40397,18901.8711,15820.8,68952.07507
11,23.17,71.2,0.066,613.9,368.7,34381.98675,19059.04366,15992.12308,69433.15349
11,23.22,70.1,0.07,731.0,409.0,34267.54967,19358.41996,16263.87692,69889.84655
11,23.2,70.1,0.069,574.1,345.6,34954.17219,19425.77963,16340.67692,70720.62874
11,23.29,69.07,0.068,772.0,343.0,35144.90066,19635.34304,16748.30769,71528.55139000001
12,23.51,67.8,0.069,839.0,335.2,34992.31788,19766.32017,17197.29231,71955.93036
12,23.66,67.93,0.07,815.0,336.2,35437.35099,19968.39917,17132.30769,72538.05785
12,23.57,67.83,0.07,864.0,342.8,35602.64901,20020.79002,17173.66154,72797.10057000001
12,23.85,67.36,0.069,849.0,362.5,35666.22517,20286.48649,17368.61538,73321.32704
12,23.64,67.56,0.07,825.0,376.9,36034.96689,20357.58836,17539.93846,73932.49371000001
12,23.63,66.99,0.068,794.0,394.2,36200.2649,20219.12682,17888.49231,74307.88403
13,23.43,67.66,0.072,670.7,383.6,36543.57616,20282.74428,18154.33846,74980.6589
13,23.54,68.06,0.068,709.0,399.3,30020.66225,20466.11227,18142.52308,68629.2976
13,23.44,68.72,0.072,388.0,286.5,30096.95364,20372.55717,18018.46154,68487.97235
13,23.07,71.3,0.071,321.7,255.5,31368.47682,20574.63617,18118.89231,70062.0053
13,22.8,72.2,0.069,382.2,285.5,31635.49669,20645.73805,18325.66154,70606.89628
13,22.68,73.2,0.071,337.4,257.2,32194.96689,20649.48025,18437.90769,71282.35483
14,22.51,74.3,0.069,358.5,269.6,32678.1457,20859.04366,18502.89231,72040.08167
14,22.45,75.2,0.07,421.8,308.3,33733.50993,21502.7027,18520.61538,73756.82801
14,22.47,75.6,0.073,639.9,413.8,33720.7947,22123.90852,18526.52308,74371.2263
14,22.71,74.9,0.067,590.5,390.0,34254.83444,22056.54886,18609.23077,74920.61407
14,22.44,75.8,0.067,455.5,318.1,35513.64238,22082.74428,18751.01538,76347.40204
14,22.34,76.4,0.07,281.5,213.1,35399.2053,22397.0894,18632.86154,76429.15624
15,22.32,76.4,0.067,198.0,151.3,35526.35762,22221.20582,18396.55385,76144.11729
15,22.2,77.3,0.07,256.2,192.6,35666.22517,22000.4158,18349.29231,76015.93328
15,21.97,78.4,0.069,273.0,213.3,35755.23179,21940.54054,18384.73846,76080.51079
15,21.88,78.5,0.067,228.2,184.1,35742.51656,21977.96258,18632.86154,76353.34068
15,22.1,78.1,0.065,159.5,128.1,35348.34437,22004.158,18437.90769,75790.41006
15,22.14,77.0,0.073,156.6,125.6,35043.17881,21835.75884,18443.81538,75322.75302999999
16,22.18,77.5,0.068,272.5,207.4,34674.43709,21921.82952,18567.87692,75164.14353
16,22.21,78.2,0.068,352.9,253.7,34674.43709,21869.43867,18656.49231,75200.36807
16,22.08,79.0,0.071,267.7,203.3,34699.86755,21600.0,18756.92308,75056.79063
16,21.99,79.6,0.065,208.3,161.4,34712.58278,21701.0395,18650.58462,75064.20689999999
16,21.79,79.7,0.064,296.1,201.2,34687.15232,21629.93763,18739.2,75056.28995
16,21.87,79.5,0.07,252.9,195.8,34992.31788,21869.43867,19016.86154,75878.61809
17,21.86,79.4,0.071,268.4,195.2,35030.46358,21760.91476,19034.58462,75825.96296
17,21.89,78.9,0.071,271.0,203.3,35411.92053,21888.14969,19217.72308,76517.7933
17,21.94,78.5,0.07,164.4,130.1,35895.09934,21783.36798,19542.64615,77221.11347
17,21.85,77.4,0.068,92.3,75.1,36276.55629,21895.6341,19678.52308,77850.71347
17,21.89,77.9,0.07,91.8,71.7,36480.0,22030.35343,19637.16923,78147.52266
17,21.7,78.9,0.072,134.1,105.4,36505.43046,22209.97921,19808.49231,78523.90198000001
18,21.77,79.0,0.07,205.7,165.8,36658.01325,22404.5738,20204.30769,79266.89474
18,21.88,78.2,0.067,221.1,180.3,37293.77483,22651.55925,20659.2,80604.53408
18,21.89,78.2,0.068,158.6,132.8,38120.2649,23272.76507,21261.78462,82654.81459
18,21.8,78.5,0.067,159.2,131.1,38997.61589,23968.81497,21852.55385,84818.98471
18,21.81,78.7,0.07,183.3,153.8,39887.68212,24990.43659,22650.09231,87528.21101999999
18,21.81,79.0,0.071,174.1,143.2,40892.18543,25847.40125,23471.26154,90210.84821999999
19,21.66,79.9,0.068,120.6,96.9,42290.86093,27033.67983,24440.12308,93764.66384000001
19,21.46,81.2,0.07,56.03,44.43,44414.30464,28017.87942,25745.72308,98177.90714
19,21.41,82.1,0.067,34.58,27.79,46385.16556,28766.32017,27464.86154,102616.34727
19,21.3,82.7,0.072,40.54,31.95,46067.28477,28328.48233,27695.26154,102091.02864
19,21.26,83.6,0.067,40.99,31.5,44427.01987,26491.06029,26885.90769,97803.98785
19,21.18,84.3,0.07,27.25,20.94,43753.11258,26172.97297,26998.15385,96924.2394
20,21.16,84.4,0.072,15.33,11.86,44465.16556,26876.50728,27671.63077,99013.30361
20,21.03,84.6,0.071,10.9,8.69,45278.9404,27026.19543,27783.87692,100089.01275
20,21.04,84.7,0.07,2.626,2.053,45609.53642,27074.84407,27600.73846,100285.11895
20,21.05,84.8,0.071,1.046,0.897,45673.11258,27138.46154,27659.81538,100471.3895
20,21.05,85.1,0.068,0.219,0.296,45749.40397,27400.4158,27913.84615,101063.66592
20,21.06,85.4,0.068,0.066,0.152,45673.11258,27374.22037,27760.24615,100807.5791
21,21.0,85.7,0.068,0.066,0.093,45189.93377,27089.81289,27393.96923,99673.71589
21,20.95,85.8,0.066,0.051,0.152,45037.35099,27104.7817,27128.12308,99270.25577
21,20.99,85.9,0.072,0.059,0.067,44465.16556,26741.78794,26862.27692,98069.23042
21,20.98,86.0,0.072,0.066,0.141,43803.97351,26569.64657,26797.29231,97170.91239000001
21,20.95,85.9,0.069,0.062,0.085,43842.11921,26738.04574,26880.0,97460.16495
21,21.0,85.9,0.07,0.051,0.115,44134.56954,26442.41164,26832.73846,97409.71964
22,21.06,86.0,0.071,0.062,0.096,43689.53642,26565.90437,26596.43077,96851.87156
22,21.05,86.0,0.071,0.048,0.13,43892.98013,26693.13929,26413.29231,96999.41173
22,21.03,86.1,0.072,0.055,0.137,44338.01325,26928.89813,26531.44615,97798.35753000001
22,21.04,86.2,0.072,0.066,0.122,44007.41722,26876.50728,26442.83077,97326.75527000001
22,21.02,86.2,0.071,0.051,0.145,43511.52318,26603.3264,26141.53846,96256.38803999999
22,21.04,86.4,0.067,0.059,0.13,43219.07285,26637.00624,25928.86154,95784.94063
23,20.98,86.5,0.066,0.051,0.107,42507.01987,26345.11435,25485.78462,94337.91884
23,21.0,86.5,0.066,0.062,0.145,42379.86755,26004.5738,25450.33846,93834.77981
23,21.01,86.5,0.067,0.066,0.089,41362.64901,25959.66736,25219.93846,92542.25483
23,21.03,86.5,0.068,0.055,0.167,40993.90728,25383.36798,24960.0,91337.27526
23,20.97,86.5,0.069,0.044,0.17,40396.29139,25173.80457,24741.41538,90311.51134
23,20.99,86.4,0.068,0.066,0.126,39874.96689,24668.60707,24351.50769,88895.08165000001
0,21.02,86.3,0.07,0.029,0.189,39226.49007,24358.00416,24067.93846,87652.43269
0,21.08,86.4,0.068,0.048,0.107,38679.7351,23953.84615,24002.95385,86636.53510000001
0,21.11,86.5,0.067,0.048,0.104,38221.98675,24066.11227,23849.35385,86137.45287
0,21.04,86.8,0.066,0.059,0.152,37586.22517,23635.75884,23654.4,84876.38401000001
0,20.99,86.9,0.067,0.066,0.122,37306.49007,23370.06237,23418.09231,84094.64475
0,20.92,87.1,0.067,0.066,0.119,37179.33775,23212.88981,23394.46154,83786.6891
1,20.93,87.3,0.064,0.04,0.133,36747.01987,22924.74012,23258.58462,82930.34461
1,20.89,87.4,0.063,0.051,0.093,36670.72848,22857.38046,23240.86154,82768.97048
1,20.92,87.5,0.065,0.059,0.111,36619.86755,22906.02911,23175.87692,82701.77358
1,20.98,87.5,0.064,0.04,0.145,37090.33113,22718.91892,23500.8,83310.05005
1,20.98,87.6,0.063,0.062,0.119,37853.24503,22894.80249,23707.56923,84455.61674999999
1,20.95,87.7,0.066,0.037,0.107,38527.15232,23066.94387,24203.81538,85797.91157
2,20.95,87.8,0.07,0.04,0.148,39480.7947,23474.84407,24581.90769,87537.54646
2,20.89,88.0,0.071,0.037,0.174,39633.37748,23785.44699,24339.69231,87758.51678
2,20.89,88.1,0.07,0.037,0.159,39264.63576,23422.45322,24056.12308,86743.21206
2,20.89,88.3,0.067,0.048,0.119,38616.15894,23175.46778,23825.72308,85617.3498
2,20.89,88.4,0.067,0.051,0.152,37840.5298,22891.06029,23553.96923,84285.55932
2,20.92,88.5,0.065,0.029,0.133,37014.03974,22299.7921,23093.16923,82407.00107
3,20.84,88.7,0.066,0.066,0.119,36505.43046,21910.60291,22301.53846,80717.57183
3,20.79,88.8,0.065,0.04,0.104,35602.64901,21738.46154,21462.64615,78803.7567
3,20.75,89.0,0.064,0.048,0.148,33873.37748,20454.88565,20275.2,74603.46313
3,20.76,89.0,0.065,0.04,0.126,31737.21854,19639.08524,19589.90769,70966.21147000001
3,20.77,89.1,0.065,0.051,0.122,30440.2649,19107.69231,18857.35385,68405.31105999999
3,20.76,89.2,0.065,0.04,0.141,29423.04636,18329.31393,17876.67692,65629.03721
4,20.79,89.3,0.063,0.033,0.17,28736.42384,17659.45946,17356.8,63752.683300000004
4,20.73,89.4,0.064,0.051,0.141,28240.5298,17225.36383,17090.95385,62556.84748
4,20.7,89.4,0.065,0.062,0.159,27757.35099,16851.14345,16742.4,61350.89444
4,20.7,89.5,0.065,0.048,0.148,26740.13245,16170.06237,16411.56923,59321.764050000005
4,20.68,89.6,0.066,0.018,0.141,25354.17219,15496.4657,15690.83077,56541.46866
4,20.68,89.7,0.066,0.059,0.133,24235.23179,14860.29106,14408.86154,53504.38439
5,20.7,89.7,0.067,0.048,0.13,23179.86755,14332.64033,12819.69231,50332.200189999996
5,20.71,89.9,0.068,0.059,0.115,22836.55629,13980.87318,12288.0,49105.42947
5,20.72,89.9,0.069,0.069,0.193,22378.80795,13756.34096,11821.29231,47956.44121999999
5,20.69,90.0,0.069,0.059,0.152,22175.36424,13587.94179,11685.41538,47448.72141
5,20.67,90.0,0.066,0.059,0.178,21959.2053,13490.64449,11472.73846,46922.58825
5,20.65,90.0,0.068,0.333,0.341,21832.05298,13490.64449,11041.47692,46364.17439
6,20.64,90.0,0.067,0.486,0.441,21895.62914,13367.15177,11088.73846,46351.51937
6,20.64,90.1,0.068,0.556,0.5,22226.22517,13352.18295,10994.21538,46572.6235
6,20.67,90.1,0.066,0.764,0.689,22480.5298,13733.88773,11141.90769,47356.32522
6,20.65,90.1,0.065,1.404,1.082,22518.6755,13857.38046,11277.78462,47653.84058
6,20.64,90.1,0.069,2.849,2.276,22645.82781,14186.69439,11313.23077,48145.75297
6,20.61,90.2,0.068,5.87,4.796,22696.68874,14182.95218,11224.61538,48104.25630000001
7,20.61,90.1,0.067,12.81,9.6,22874.70199,14643.24324,11242.33846,48760.28369
7,20.64,90.1,0.068,14.0,11.33,22861.98675,14691.89189,11390.03077,48943.90941
7,20.65,90.1,0.067,25.35,19.25,22772.98013,14938.87734,11561.35385,49273.21132
7,20.62,90.1,0.069,22.66,18.63,23129.00662,14938.87734,11608.61538,49676.499339999995
7,20.62,89.8,0.065,26.55,21.39,23764.76821,15189.60499,11726.76923,50681.14243
7,20.7,89.7,0.064,31.44,25.54,24095.36424,15578.79418,11904.0,51578.15842
8,20.69,89.5,0.061,42.29,33.15,24553.11258,16095.2183,12004.43077,52652.76165
8,20.75,89.4,0.064,44.22,36.39,25176.15894,16173.80457,12128.49231,53478.45582
8,20.75,89.0,0.066,47.8,39.01,25316.02649,15997.921,12181.66154,53495.60903
8,20.76,88.6,0.067,70.7,56.84,25468.60927,16319.75052,12246.64615,54035.00594
8,20.8,87.9,0.069,105.3,86.2,25837.35099,16675.25988,12358.89231,54871.50318
8,21.0,87.6,0.066,131.3,104.3,26078.9404,16787.52599,12618.83077,55485.29716
9,21.06,87.4,0.068,136.2,106.3,26841.8543,16967.15177,13079.63077,56888.63684000001
9,21.11,87.4,0.067,234.5,184.7,27312.31788,17416.21622,13327.75385,58056.28795
9,21.25,86.8,0.066,333.0,295.2,27782.78146,18071.10187,13380.92308,59234.80641
9,21.64,86.3,0.069,528.4,473.0,26460.39735,19758.83576,13581.78462,59801.01773
9,21.8,84.6,0.068,575.6,511.3,26396.82119,20211.64241,14024.86154,60633.32514
9,22.18,83.2,0.068,624.4,557.1,26714.70199,20795.4262,14326.15385,61836.282040000006
10,22.45,80.1,0.067,535.4,471.1,27147.01987,21135.96674,14597.90769,62880.8943
10,22.51,77.7,0.069,550.3,481.0,27363.17881,21222.03742,14739.69231,63324.908540000004
10,22.7,77.7,0.069,717.0,608.1,28469.40397,22258.62786,15442.70769,66170.73952
11,23.07,77.0,0.067,595.8,433.4,29028.87417,22992.09979,15673.10769,67694.08165000001
11,22.76,76.5,0.072,470.0,351.3,29486.62252,23059.45946,16045.29231,68591.37429
11,22.76,75.5,0.07,789.0,431.2,29995.23179,23302.7027,16352.49231,69650.4268
11,22.99,73.1,0.072,479.8,346.7,30033.37748,23355.09356,16334.76923,69723.24027000001
11,22.94,73.2,0.072,377.5,282.2,30618.27815,23781.70478,16677.41538,71077.39830999999
11,22.9,74.9,0.07,359.3,264.0,30300.39735,24410.39501,16925.53846,71636.33082
12,22.86,75.9,0.07,339.0,256.4,30669.13907,24814.55301,17102.76923,72586.46131
12,22.5,77.1,0.07,310.0,245.7,30605.56291,24773.38877,17291.81538,72670.76706
12,22.33,78.4,0.068,283.7,227.2,30783.57616,25192.51559,17492.67692,73468.76867
12,22.38,78.5,0.069,299.0,238.2,31101.45695,25514.34511,17640.36923,74256.17129
12,22.32,79.3,0.071,394.6,303.2,30707.28477,25368.39917,17793.96923,73869.65317
12,22.44,79.5,0.068,451.2,334.9,34420.13245,22400.8316,17929.84615,74750.81019999999
13,22.51,80.1,0.068,706.0,420.4,34928.74172,22479.41788,18000.73846,75408.89806
13,22.63,79.3,0.07,533.0,354.2,35055.89404,22475.67568,18089.35385,75620.92357
13,22.6,79.3,0.07,423.9,302.1,34966.88742,22625.36383,18266.58462,75858.83587000001
13,22.48,78.8,0.068,477.2,350.2,34928.74172,22595.4262,18319.75385,75843.92177
13,22.59,78.5,0.066,477.8,351.8,35030.46358,22524.32432,17983.01538,75537.80328000001
13,22.69,78.7,0.069,379.4,297.9,35030.46358,22576.71518,18219.32308,75826.50184
14,22.6,78.9,0.069,305.4,230.5,35780.66225,22606.65281,18302.03077,76689.34583
14,22.25,79.9,0.066,200.6,155.0,36085.82781,22456.96466,18526.52308,77069.31555
14,21.99,80.7,0.069,197.3,161.6,35831.52318,22703.9501,18638.76923,77174.24251
14,21.87,80.8,0.072,170.9,138.6,35895.09934,22636.59044,18609.23077,77140.92055
14,21.78,79.6,0.067,194.4,161.6,35767.94702,22674.01247,18591.50769,77033.46718
14,21.84,80.1,0.069,201.0,171.0,35806.09272,22771.30977,18479.26154,77056.66403
15,21.84,79.4,0.067,265.6,210.6,35628.07947,22543.03534,18532.43077,76703.54558
15,21.98,79.1,0.071,303.9,234.0,35628.07947,22105.19751,18567.87692,76301.15389999999
15,22.13,78.0,0.067,527.0,348.0,35729.80132,22093.97089,18632.86154,76456.63375
15,22.43,77.4,0.07,532.4,369.4,35844.23841,22052.80665,18561.96923,76459.01428999999
15,22.57,76.8,0.07,491.9,348.7,35856.95364,21794.59459,18591.50769,76243.05592
15,22.58,76.3,0.068,346.4,267.4,35945.96026,21858.21206,18756.92308,76561.09539999999
16,22.7,76.2,0.068,342.2,249.6,35526.35762,21712.26611,18845.53846,76084.16219
16,22.78,74.9,0.069,251.0,201.0,35500.92715,21921.82952,18934.15385,76356.91052
16,22.66,75.9,0.069,196.6,159.8,35144.90066,21678.58628,18774.64615,75598.13309
16,22.58,77.3,0.07,148.8,120.4,35157.61589,21614.96881,18780.55385,75553.13855
16,22.37,78.7,0.07,169.6,130.2,35564.50331,21891.89189,18999.13846,76455.53366
16,22.2,80.1,0.068,174.1,141.9,35513.64238,21955.50936,19194.09231,76663.24405000001
17,22.02,81.0,0.072,193.4,147.3,35742.51656,21989.18919,19294.52308,77026.22883
17,22.04,81.1,0.066,255.2,183.4,36085.82781,22105.19751,19247.26154,77438.28686
17,22.07,81.0,0.068,183.3,147.2,36429.13907,22307.27651,19270.89231,78007.30789
17,22.05,81.2,0.069,142.5,116.2,36594.43709,22352.18295,19442.21538,78388.83541999999
17,22.06,81.7,0.066,177.6,141.9,36886.88742,22659.04366,19643.07692,79189.008
17,22.1,81.6,0.065,191.3,151.8,37192.05298,22849.89605,19873.47692,79915.42595
18,22.08,81.6,0.064,125.7,99.8,37281.0596,22857.38046,20062.52308,80200.96314
18,21.99,82.1,0.066,63.87,52.84,37891.39073,23205.40541,20416.98462,81513.78076
18,21.83,82.6,0.07,51.48,41.92,38679.7351,23807.90021,21102.27692,83589.91223
18,21.63,84.2,0.067,73.0,56.71,39404.50331,24328.06653,21846.64615,85579.21599
18,21.53,84.0,0.065,109.4,84.9,40523.44371,25185.03119,22526.03077,88234.50567
18,21.73,82.9,0.07,128.0,101.4,41477.08609,25955.92516,23229.04615,90662.05739999999
19,21.81,83.1,0.067,152.5,132.3,42418.01325,27052.39085,24239.26154,93709.66563999999
19,21.66,83.7,0.066,137.2,121.2,44961.0596,28190.02079,25668.92308,98820.00347
19,21.48,83.4,0.066,102.3,89.6,46105.43046,28496.8815,26962.70769,101565.01965
19,21.41,83.0,0.066,74.7,65.0,45711.25828,27898.1289,27712.98462,101322.37180000001
19,21.4,83.8,0.066,55.7,47.13,44732.18543,26543.45114,26891.81538,98167.45195
19,21.3,84.2,0.07,41.19,34.99,44147.28477,26625.77963,27069.04615,97842.11055
20,21.2,84.3,0.073,25.95,21.71,44795.76159,27018.71102,27653.90769,99468.38029999999
20,21.17,84.5,0.073,16.17,13.4,45215.36424,27198.3368,27783.87692,100197.57796
20,21.06,84.9,0.072,8.94,7.33,45647.68212,27101.0395,27831.13846,100579.86008
20,20.98,85.3,0.068,4.495,3.591,45940.13245,27404.158,27707.07692,101051.36736999999
20,20.89,85.6,0.065,0.629,0.467,46067.28477,27595.0104,27801.6,101463.89517
20,20.81,86.0,0.068,0.124,0.156,45914.70199,27493.97089,27630.27692,101038.9498
21,20.78,86.3,0.071,0.055,0.122,45317.08609,27490.22869,27370.33846,100177.65324
21,20.77,86.6,0.067,0.08,0.119,45100.92715,27284.40748,27222.64615,99607.98078
21,20.76,86.8,0.065,0.066,0.096,44783.04636,27220.79002,27015.87692,99019.71329999999
21,20.75,86.9,0.068,0.055,0.082,44579.60265,26880.24948,26649.6,98109.45212999999
21,20.75,87.2,0.065,0.069,0.119,44516.02649,26966.32017,26637.78462,98120.13128
21,20.79,87.4,0.067,0.044,0.115,44592.31788,26640.74844,26614.15385,97847.22017
22,20.8,87.7,0.065,0.04,0.107,44452.45033,26775.46778,26490.09231,97718.01042
22,20.68,88.0,0.069,0.051,0.148,44605.03311,26865.28067,26366.03077,97836.34455
22,20.57,88.4,0.067,0.033,0.152,44617.74834,26988.77339,26395.56923,98002.09096
22,20.62,88.5,0.066,0.059,0.133,44528.74172,27261.95426,26360.12308,98150.81906
22,20.57,88.7,0.066,0.029,0.137,44134.56954,27261.95426,26058.83077,97455.35457
22,20.5,88.9,0.067,0.062,0.115,43918.4106,26940.12474,25733.90769,96592.44303
23,20.47,89.1,0.066,0.04,0.119,43371.65563,26910.18711,25491.69231,95773.53504999999
23,20.43,89.1,0.065,0.051,0.137,43002.91391,26550.93555,25290.83077,94844.68023
23,20.38,89.0,0.066,0.029,0.152,42557.88079,26232.84823,25072.24615,93862.97516999999
23,20.33,89.0,0.067,0.051,0.145,41794.96689,26068.19127,24883.2,92746.35816
23,20.35,89.0,0.065,0.055,0.13,41438.9404,25660.29106,24788.67692,91887.90838
23,20.3,89.1,0.065,0.033,0.126,40879.4702,25375.88358,24540.55385,90795.90763
0,20.3,89.2,0.066,0.048,0.178,40052.98013,25016.63202,24298.33846,89367.95061
0,20.34,89.2,0.067,0.051,0.156,39455.36424,24825.77963,24008.86154,88290.00541
0,20.28,89.4,0.067,0.044,0.141,39099.33775,24399.1684,23701.66154,87200.16769
0,20.24,89.5,0.066,0.059,0.141,38641.5894,24125.98753,23618.95385,86386.53078
0,20.11,89.4,0.067,0.037,0.163,38158.4106,23905.19751,23512.61538,85576.22349
0,20.14,89.4,0.067,0.048,0.159,38031.25828,23845.32225,23394.46154,85271.04207000001
1,20.1,89.4,0.065,0.059,0.126,37916.82119,23650.72765,23282.21538,84849.76422000001
1,20.04,89.3,0.067,0.033,0.156,37738.80795,23774.22037,23229.04615,84742.07446999999
1,19.98,89.3,0.067,0.011,0.163,37713.37748,23867.77547,23353.10769,84934.26064000001
1,19.96,89.3,0.065,0.022,0.208,37967.68212,23796.6736,23542.15385,85306.50957
1,19.95,89.1,0.067,0.048,0.141,38667.01987,23669.43867,23843.44615,86179.90469
1,19.97,89.1,0.067,0.055,0.13,39328.21192,23893.97089,24091.56923,87313.75203999999
2,19.99,89.1,0.066,0.029,0.196,40129.27152,24230.76923,24363.32308,88723.36383
2,19.96,89.0,0.065,0.022,0.226,40396.29139,24511.43451,24268.8,89176.5259
2,19.82,89.0,0.067,0.033,0.156,39963.97351,24227.02703,24050.21538,88241.21592000002
2,19.77,89.2,0.067,0.04,0.163,39251.92053,24081.08108,23707.56923,87040.57084
2,19.92,89.1,0.068,0.037,0.185,38756.02649,23766.73597,23288.12308,85810.88554
2,19.9,89.1,0.069,0.037,0.137,38018.54305,23272.76507,22697.35385,83988.66197
3,19.95,89.2,0.069,0.044,0.156,37306.49007,22617.87942,22136.12308,82060.49257
3,19.94,89.2,0.068,0.051,0.141,36581.72185,22067.77547,21350.4,79999.89732
3,19.89,89.3,0.07,0.026,0.174,34661.72185,21158.41996,20133.41538,75953.55718999999
3,19.79,89.4,0.069,0.04,0.163,32398.4106,20279.00208,19412.67692,72090.08959999999
3,19.68,89.7,0.068,0.037,0.133,31279.4702,19721.41372,18780.55385,69781.43777
3,19.62,89.7,0.069,0.033,0.215,30185.96026,19145.11435,17610.83077,66941.90538
4,19.6,89.5,0.069,0.055,0.126,29562.91391,18449.06445,17085.04615,65097.02451
4,19.58,89.6,0.071,0.044,0.156,28990.72848,18288.14969,16860.55385,64139.43201999999
4,19.63,89.5,0.073,0.037,0.167,28558.4106,17973.80457,16636.06154,63168.27670999999
4,19.67,89.5,0.071,0.044,0.211,27426.75497,17345.11435,16151.63077,60923.50009
